HGNC Symbol,Brodmann (1909) area 24,Brodmann (1909) area 9,C1 segment of cervical spinal cord,EBV-transformed lymphocyte,adrenal gland,amygdala,aorta,atrium auricular region,blood,breast,caudate nucleus,cerebellar hemisphere,cerebellum,cerebral cortex,coronary artery,cortex of kidney,ectocervix,endocervix,esophagogastric junction,esophagus mucosa,esophagus muscularis mucosa,fallopian tube,greater omentum,heart left ventricle,hippocampus proper,hypothalamus,liver,lower leg skin,lung,minor salivary gland,nucleus accumbens,ovary,pancreas,pituitary gland,prostate gland,putamen,sigmoid colon,skeletal muscle tissue,small intestine Peyer's patch,spleen,stomach,subcutaneous adipose tissue,substantia nigra,suprapubic skin,testis,thyroid gland,tibial artery,tibial nerve,transformed skin fibroblast,transverse colon,urinary bladder,uterus,vagina
pipotiazine,4.0,4.5,3.5,0.0,0.0,5.0,3.5,0.0,0.0,3.5,165.0,4.0,5.0,5.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,4.5,0.0,0.0,4.5,35.0,0.0,4.0,0.0,40.0,210.0,0.0,0.0,415.0,4.0,200.0,2.5,0.0,0.0,0.0,0.0,0.0,40.0,3.5,5.0,0.0,0.0,20.0,0.0,0.0,0.0,3.0,3.0
pirenzepine,248.0,392.0,0.0,0.0,0.0,96.0,0.0,0.0,0.0,4.0,192.0,0.0,0.0,456.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,168.0,16.0,0.0,32.0,16.0,88.0,280.0,0.0,0.0,0.0,184.0,184.0,5.6,0.0,4.0,0.0,4.8,0.0,4.0,24.0,0.0,0.0,0.0,0.0,0.0,4.8,0.0,0.0,0.0
plerixafor,25.0,20.0,345.0,289.5,390.0,30.0,203.0,60.0,3125.0,178.5,40.0,17.5,22.5,25.0,193.0,65.0,178.0,143.5,55.0,93.5,55.0,290.0,273.5,20.0,40.0,65.0,55.0,58.5,705.0,148.5,30.0,73.0,25.0,262.5,183.5,30.0,65.0,15.0,520.0,2465.0,137.5,189.0,50.0,74.5,45.0,219.0,135.0,428.0,0.0,118.0,173.0,128.0,189.5
practolol,16.0,24.0,2.0,1.4,0.0,8.0,0.0,30.0,0.0,4.0,14.0,1.8,4.0,26.0,4.0,2.0,0.0,0.0,8.0,1.6,10.0,0.0,12.0,30.0,6.0,6.0,0.0,1.2,50.0,0.0,26.0,0.0,1.4,0.0,12.0,14.0,6.0,0.0,8.0,6.0,2.0,6.0,6.0,1.6,2.0,2.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0
pramipexole,4.0,4.5,3.5,0.0,0.0,5.0,3.5,0.0,0.0,3.5,167.5,4.0,5.0,5.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,4.5,0.0,0.0,4.5,35.0,0.0,4.0,0.0,40.0,225.0,0.0,0.0,415.0,4.0,202.5,2.5,0.0,0.0,0.0,0.0,0.0,40.0,3.5,10.0,0.0,0.0,20.0,0.0,0.0,0.0,3.0,3.0
pranlukast,6.4,6.4,16.0,56.0,8.0,5.6,24.0,7.2,16.0,24.0,7.2,16.0,16.0,7.2,24.0,8.0,16.0,16.0,80.0,16.0,104.0,24.0,24.0,4.0,7.2,8.0,8.0,16.0,24.0,24.0,6.4,16.0,7.2,16.0,16.0,5.6,16.0,4.8,24.0,56.0,16.0,32.0,8.0,16.0,16.0,32.0,16.0,24.0,8.0,16.0,16.0,16.0,16.0
prazosin,128.0,112.0,8.8,0.0,28.0,38.4,448.0,16.0,0.0,64.0,31.2,14.4,32.0,128.0,52.8,24.0,151.2,132.8,40.0,0.0,27.2,128.0,104.0,24.0,56.0,40.0,224.0,27.2,152.0,9.6,25.6,60.8,0.0,8.0,70.4,20.8,40.0,0.0,24.0,232.0,17.6,80.0,9.6,16.0,30.4,48.0,208.0,112.0,72.0,20.8,44.0,63.2,44.8
procaterol,2.0,2.0,4.0,1.8,1.2,2.0,6.0,8.0,8.0,50.0,2.0,1.0,1.4,2.0,10.0,1.6,16.0,8.0,10.0,20.0,10.0,8.0,44.0,6.0,2.0,2.0,8.0,54.0,38.0,12.0,2.0,1.4,1.0,1.2,12.0,1.6,6.0,8.0,6.0,22.0,6.0,54.0,4.0,58.0,1.4,6.0,6.0,14.0,1.8,4.0,8.0,10.0,26.0
prochlorperazine,4.0,4.5,3.5,0.0,0.0,5.0,3.5,0.0,0.0,3.5,167.5,4.0,5.0,5.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,4.5,0.0,0.0,4.5,35.0,0.0,4.0,0.0,40.0,225.0,0.0,0.0,415.0,4.0,202.5,2.5,0.0,0.0,0.0,0.0,0.0,40.0,3.5,10.0,0.0,0.0,20.0,0.0,0.0,0.0,3.0,3.0
promazine,4.0,4.5,3.5,0.0,0.0,5.0,3.5,0.0,0.0,3.5,167.5,4.0,5.0,5.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,4.5,0.0,0.0,4.5,35.0,0.0,4.0,0.0,40.0,225.0,0.0,0.0,415.0,4.0,202.5,2.5,0.0,0.0,0.0,0.0,0.0,40.0,3.5,10.0,0.0,0.0,20.0,0.0,0.0,0.0,3.0,3.0
promethazine,48.0,48.0,8.0,0.0,5.6,16.0,176.0,5.6,0.0,48.0,8.0,0.0,0.0,40.0,72.0,8.0,56.0,88.0,32.0,32.0,32.0,64.0,48.0,4.0,16.0,16.0,0.0,56.0,48.0,24.0,16.0,48.0,0.0,4.8,24.0,6.4,56.0,4.8,32.0,8.0,8.0,64.0,5.6,48.0,8.0,24.0,104.0,128.0,128.0,40.0,40.0,40.0,72.0
propafenone,16.0,24.0,2.0,1.4,0.0,8.0,0.0,30.0,0.0,4.0,14.0,1.8,4.0,26.0,4.0,2.0,0.0,0.0,8.0,1.6,10.0,0.0,12.0,30.0,6.0,6.0,0.0,1.2,50.0,0.0,26.0,0.0,1.4,0.0,12.0,14.0,6.0,0.0,8.0,6.0,2.0,6.0,6.0,1.6,2.0,2.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0
propantheline,290.5,468.0,0.0,0.0,0.0,104.0,0.0,65.0,0.0,8.0,199.2,0.0,0.0,514.5,8.0,4.8,4.0,0.0,136.0,8.0,111.0,5.6,0.0,40.0,176.0,29.0,0.0,40.0,28.2,120.0,284.8,24.0,40.0,4.8,190.4,192.0,222.6,0.0,12.0,4.0,55.3,0.0,4.0,31.2,10.2,16.0,4.0,0.0,0.0,53.8,56.0,8.0,0.0
propranolol,2.0,2.0,4.0,1.8,1.2,2.0,6.0,8.0,8.0,50.0,2.0,1.0,1.4,2.0,10.0,1.6,16.0,9.0,18.0,20.0,24.0,28.0,44.0,6.0,2.0,2.0,8.0,54.0,38.0,12.0,2.0,57.4,1.0,1.2,13.2,1.6,12.0,8.0,6.0,22.0,6.0,54.0,4.0,58.0,1.4,6.0,6.0,14.0,1.8,5.6,20.0,12.0,26.0
pyrilamine,48.0,48.0,8.0,0.0,5.6,16.0,176.0,5.6,0.0,48.0,8.0,0.0,0.0,40.0,72.0,8.0,56.0,88.0,32.0,32.0,32.0,64.0,48.0,4.0,16.0,16.0,0.0,56.0,48.0,24.0,16.0,48.0,0.0,4.8,24.0,6.4,56.0,4.8,32.0,8.0,8.0,64.0,5.6,48.0,8.0,24.0,104.0,128.0,128.0,40.0,40.0,40.0,72.0
quetiapine,60.0,132.5,9.1,0.0,0.0,21.0,27.5,0.0,0.0,3.5,173.0,4.0,5.0,85.0,24.0,0.0,8.0,16.4,6.4,0.0,0.0,11.7,4.8,0.0,12.5,59.0,0.0,4.0,0.0,40.0,226.0,0.0,0.0,415.0,4.0,200.0,8.1,0.0,0.0,0.0,0.0,0.0,48.0,3.5,21.0,0.0,72.0,20.0,0.0,0.0,0.0,9.4,11.0
ramelteon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ranitidine,16.0,32.0,5.6,0.0,4.8,4.0,16.0,24.0,376.0,16.0,16.0,0.0,0.0,24.0,40.0,5.6,16.0,16.0,7.2,4.0,7.2,24.0,24.0,32.0,4.0,4.0,0.0,8.0,40.0,5.6,24.0,4.8,0.0,4.0,16.0,16.0,4.8,0.0,6.4,48.0,56.0,32.0,0.0,4.0,4.8,8.0,32.0,16.0,0.0,0.0,8.0,16.0,8.0
regadenoson,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.8,0.0,1.4,1.6,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,1.8,1.0,0.0,0.0,0.0,1.4,0.0,0.0,0.0,1.4,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
risperidone,65.0,146.0,11.6,0.0,0.0,27.0,102.5,0.0,0.0,6.5,203.0,4.0,5.0,99.5,94.0,0.0,13.0,21.4,21.4,0.0,15.0,15.2,4.8,0.0,15.0,68.5,0.0,4.0,5.0,40.0,286.0,3.0,0.0,417.5,6.5,225.0,8.1,0.0,25.0,0.0,5.0,5.0,50.5,3.5,34.0,3.0,217.0,27.0,70.0,0.0,10.0,14.4,14.5
rizatriptan,5.0,13.5,2.5,0.0,0.0,6.0,75.0,0.0,0.0,3.0,30.0,0.0,0.0,14.5,70.0,0.0,5.0,5.0,15.0,0.0,15.0,3.5,0.0,0.0,2.5,9.5,0.0,0.0,5.0,0.0,60.0,3.0,0.0,2.5,2.5,25.0,0.0,0.0,25.0,0.0,5.0,5.0,2.5,0.0,13.0,3.0,145.0,7.0,70.0,0.0,10.0,5.0,3.5
ropinirole,4.0,4.5,3.5,0.0,0.0,5.0,3.5,0.0,0.0,3.5,167.5,4.0,5.0,5.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,4.5,0.0,0.0,4.5,35.0,0.0,4.0,0.0,40.0,225.0,0.0,0.0,415.0,4.0,202.5,2.5,0.0,0.0,0.0,0.0,0.0,40.0,3.5,10.0,0.0,0.0,20.0,0.0,0.0,0.0,3.0,3.0
rotigotine,4.0,4.5,3.5,0.0,0.0,5.0,3.5,0.0,0.0,3.5,165.0,4.0,5.0,5.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,4.5,0.0,0.0,4.5,35.0,0.0,4.0,0.0,40.0,210.0,0.0,0.0,415.0,4.0,200.0,2.5,0.0,0.0,0.0,0.0,0.0,40.0,3.5,5.0,0.0,0.0,20.0,0.0,0.0,0.0,3.0,3.0
salbutamol,2.0,2.0,4.0,1.8,1.2,2.0,6.0,8.0,8.0,50.0,2.0,1.0,1.4,2.0,10.0,1.6,16.0,8.0,10.0,20.0,10.0,8.0,44.0,6.0,2.0,2.0,8.0,54.0,38.0,12.0,2.0,1.4,1.0,1.2,12.0,1.6,6.0,8.0,6.0,22.0,6.0,54.0,4.0,58.0,1.4,6.0,6.0,14.0,1.8,4.0,8.0,10.0,26.0
salmeterol,2.0,2.0,4.0,1.8,1.2,2.0,6.0,8.0,8.0,50.0,2.0,1.0,1.4,2.0,10.0,1.6,16.0,8.0,10.0,20.0,10.0,8.0,44.0,6.0,2.0,2.0,8.0,54.0,38.0,12.0,2.0,1.4,1.0,1.2,12.0,1.6,6.0,8.0,6.0,22.0,6.0,54.0,4.0,58.0,1.4,6.0,6.0,14.0,1.8,4.0,8.0,10.0,26.0
scopolamine,248.0,392.0,0.0,0.0,0.0,96.0,0.0,0.0,0.0,4.0,192.0,0.0,0.0,456.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,168.0,16.0,0.0,32.0,16.0,88.0,280.0,0.0,0.0,0.0,184.0,184.0,5.6,0.0,4.0,0.0,4.8,0.0,4.0,24.0,0.0,0.0,0.0,0.0,0.0,4.8,0.0,0.0,0.0
selexipag,0.0,0.0,0.0,34.0,12.0,0.0,200.0,28.0,6.0,10.0,0.0,0.0,0.0,0.0,88.0,16.0,8.0,10.0,12.0,4.0,12.0,18.0,24.0,8.0,0.0,0.0,8.0,8.0,74.0,8.0,0.0,4.0,6.0,4.0,4.0,0.0,10.0,2.0,10.0,24.0,8.0,14.0,0.0,8.0,1.0,40.0,66.0,14.0,44.0,6.0,4.0,10.0,12.0
silodosin,16.0,8.0,4.8,0.0,0.0,8.0,0.0,0.0,0.0,16.0,7.2,6.4,16.0,8.0,4.8,0.0,7.2,4.8,8.0,0.0,4.0,0.0,24.0,16.0,8.0,8.0,144.0,4.8,40.0,5.6,4.0,5.6,0.0,0.0,24.0,5.6,8.0,0.0,8.0,32.0,4.8,24.0,5.6,4.0,8.0,0.0,16.0,0.0,0.0,4.8,4.8,7.2,0.0
solifenacin,42.5,76.0,0.0,0.0,0.0,8.0,0.0,65.0,0.0,4.0,7.2,0.0,0.0,58.5,8.0,4.8,4.0,0.0,136.0,8.0,111.0,5.6,0.0,40.0,8.0,13.0,0.0,8.0,12.2,32.0,4.8,24.0,40.0,4.8,6.4,8.0,217.0,0.0,8.0,4.0,50.5,0.0,0.0,7.2,10.2,16.0,4.0,0.0,0.0,49.0,56.0,8.0,0.0
sonidegib,30.0,20.0,20.0,45.0,45.0,25.0,105.0,35.0,0.0,60.0,30.0,35.0,50.0,30.0,70.0,85.0,245.0,350.0,100.0,90.0,80.0,155.0,45.0,20.0,20.0,30.0,70.0,110.0,35.0,95.0,30.0,305.0,25.0,210.0,200.0,25.0,85.0,10.0,40.0,30.0,40.0,35.0,30.0,125.0,65.0,110.0,40.0,190.0,60.0,40.0,75.0,280.0,180.0
sotalol,18.0,26.0,6.0,3.2,1.2,10.0,6.0,38.0,8.0,54.0,16.0,2.8,5.4,28.0,14.0,3.6,16.0,8.0,18.0,21.6,20.0,8.0,56.0,36.0,8.0,8.0,8.0,55.2,88.0,12.0,28.0,1.4,2.4,1.2,24.0,15.6,12.0,8.0,14.0,28.0,8.0,60.0,10.0,59.6,3.4,8.0,6.0,14.0,1.8,8.0,9.0,10.0,26.0
sufentanil,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sulpiride,4.0,4.5,3.5,0.0,0.0,5.0,3.5,0.0,0.0,3.5,165.0,4.0,5.0,5.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,4.5,0.0,0.0,4.5,35.0,0.0,4.0,0.0,40.0,210.0,0.0,0.0,415.0,4.0,200.0,2.5,0.0,0.0,0.0,0.0,0.0,40.0,3.5,5.0,0.0,0.0,20.0,0.0,0.0,0.0,3.0,3.0
sumatriptan,5.0,13.5,2.5,0.0,0.0,6.0,75.0,0.0,0.0,3.0,30.0,0.0,0.0,14.5,70.0,0.0,5.0,5.0,15.0,0.0,15.0,3.5,0.0,0.0,2.5,9.5,0.0,0.0,5.0,0.0,60.0,3.0,0.0,2.5,2.5,25.0,0.0,0.0,25.0,0.0,5.0,5.0,2.5,0.0,13.0,3.0,145.0,7.0,70.0,0.0,10.0,5.0,3.5
suvorexant,0.0,0.0,0.0,0.0,0.0,0.0,7.2,0.0,0.0,5.3999999999999995,0.0,0.0,0.0,5.3999999999999995,5.3999999999999995,0.0,0.0,0.0,5.3999999999999995,0.0,6.3,5.3999999999999995,6.3,0.0,0.0,17.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.0,0.0,4.5,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tafluprost,4.0,0.0,0.0,0.0,32.0,0.0,24.0,8.0,0.0,88.0,0.0,0.0,0.0,0.0,64.0,16.0,64.0,40.0,80.0,8.0,24.0,72.0,32.0,0.0,7.2,16.0,7.2,80.0,24.0,56.0,0.0,40.0,7.2,0.0,16.0,0.0,24.0,8.0,24.0,4.0,8.0,160.0,0.0,64.0,7.2,16.0,104.0,440.0,384.0,16.0,48.0,176.0,56.0
tamsulosin,128.0,112.0,8.8,0.0,28.0,38.4,448.0,16.0,0.0,64.0,31.2,14.4,32.0,128.0,52.8,24.0,151.2,132.8,40.0,0.0,27.2,128.0,104.0,24.0,56.0,40.0,224.0,27.2,152.0,9.6,25.6,60.8,0.0,8.0,70.4,20.8,40.0,0.0,24.0,232.0,17.6,80.0,9.6,16.0,30.4,48.0,208.0,112.0,72.0,20.8,44.0,63.2,44.8
tapentadol,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tasimelteon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
teduglutide,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
telmisartan,0.0,0.0,0.0,0.0,324.0,0.0,63.0,63.0,0.0,369.0,0.0,0.0,0.0,0.0,90.0,54.0,54.0,72.0,99.0,18.0,90.0,117.0,342.0,18.0,0.0,5.3999999999999995,288.0,162.0,135.0,45.0,0.0,27.0,18.0,18.0,54.0,0.0,225.0,54.0,27.0,54.0,27.0,729.0,6.3,72.0,27.0,180.0,153.0,135.0,72.0,54.0,90.0,54.0,54.0
terazosin,128.0,112.0,8.8,0.0,28.0,38.4,448.0,16.0,0.0,64.0,31.2,14.4,32.0,128.0,52.8,24.0,151.2,132.8,40.0,0.0,27.2,128.0,104.0,24.0,56.0,40.0,224.0,27.2,152.0,9.6,25.6,60.8,0.0,8.0,70.4,20.8,40.0,0.0,24.0,232.0,17.6,80.0,9.6,16.0,30.4,48.0,208.0,112.0,72.0,20.8,44.0,63.2,44.8
terbutaline,2.0,2.0,4.0,1.8,1.2,2.0,6.0,8.0,8.0,50.0,2.0,1.0,1.4,2.0,10.0,1.6,16.0,8.0,10.0,20.0,10.0,8.0,44.0,6.0,2.0,2.0,8.0,54.0,38.0,12.0,2.0,1.4,1.0,1.2,12.0,1.6,6.0,8.0,6.0,22.0,6.0,54.0,4.0,58.0,1.4,6.0,6.0,14.0,1.8,4.0,8.0,10.0,26.0
teriparatide,34.0,30.0,24.0,0.0,82.0,24.0,28.0,22.0,0.0,48.0,26.0,22.0,30.0,36.0,62.0,472.0,72.0,88.0,46.0,8.0,46.0,58.0,70.0,22.0,28.0,28.0,66.0,24.0,68.0,6.0,22.0,56.0,8.0,14.0,26.0,28.0,24.0,8.0,18.0,118.0,12.0,62.0,40.0,20.0,30.0,20.0,52.0,30.0,8.0,14.0,26.0,74.0,50.0
tesamorelin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
theophylline,16.0,12.0,4.0,5.0,4.0,8.0,1.8,1.6,3.6,4.0,11.4,7.6,12.0,14.0,2.0,1.0,4.0,6.0,4.0,24.0,2.0,6.0,2.0,2.0,8.0,6.0,2.0,20.0,9.0,4.0,13.8,5.0,2.0,8.0,6.0,9.4,8.0,1.2,4.0,5.4,1.8,2.0,4.0,24.0,8.0,2.0,2.0,4.0,18.0,22.0,6.0,4.0,20.0
thioridazine,72.0,136.0,13.6,0.0,0.0,40.0,24.0,0.0,0.0,0.0,120.0,0.0,0.0,87.2,24.0,0.0,8.0,6.4,6.4,0.0,0.0,7.2,4.8,0.0,24.0,152.0,0.0,0.0,0.0,0.0,264.0,0.0,0.0,0.0,0.0,72.0,5.6,0.0,0.0,0.0,0.0,0.0,24.0,0.0,16.0,0.0,72.0,0.0,0.0,0.0,0.0,6.4,8.0
thiothixene,56.0,128.0,5.6,0.0,0.0,16.0,24.0,0.0,0.0,0.0,8.0,0.0,0.0,80.0,24.0,0.0,8.0,6.4,6.4,0.0,0.0,7.2,4.8,0.0,8.0,24.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,5.6,0.0,0.0,0.0,0.0,0.0,8.0,0.0,16.0,0.0,72.0,0.0,0.0,0.0,0.0,6.4,8.0
ticagrelor,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
timolol,2.0,2.0,4.0,1.8,1.2,2.0,6.0,8.0,8.0,50.0,2.0,1.0,1.4,2.0,10.0,1.6,16.0,8.0,10.0,20.0,10.0,8.0,44.0,6.0,2.0,2.0,8.0,54.0,38.0,12.0,2.0,1.4,1.0,1.2,12.0,1.6,6.0,8.0,6.0,22.0,6.0,54.0,4.0,58.0,1.4,6.0,6.0,14.0,1.8,4.0,8.0,10.0,26.0
tiotropium,40.0,72.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,4.0,7.2,0.0,0.0,56.0,8.0,4.8,0.0,0.0,96.0,8.0,96.0,5.6,0.0,0.0,8.0,8.0,0.0,8.0,7.2,32.0,4.8,24.0,40.0,4.8,6.4,8.0,72.0,0.0,8.0,4.0,48.0,0.0,0.0,7.2,7.2,16.0,4.0,0.0,0.0,24.0,16.0,8.0,0.0
tolvaptan,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,22.0,0.0,10.0,8.0,0.0,8.0,6.0,12.0,16.0,8.0,2.0,10.0,12.0,24.0,6.0,0.0,0.0,0.0,6.0,4.0,4.0,0.0,1.2,1.4,0.0,4.0,0.0,6.0,4.0,4.0,2.0,4.0,28.0,0.0,6.0,1.4,8.0,4.0,14.0,0.0,4.0,6.0,12.0,8.0
trazodone,72.0,136.0,13.6,0.0,0.0,40.0,24.0,0.0,0.0,0.0,120.0,0.0,0.0,87.2,24.0,0.0,8.0,6.4,6.4,0.0,0.0,7.2,4.8,0.0,24.0,152.0,0.0,0.0,0.0,0.0,264.0,0.0,0.0,0.0,0.0,72.0,5.6,0.0,0.0,0.0,0.0,0.0,24.0,0.0,16.0,0.0,72.0,0.0,0.0,0.0,0.0,6.4,8.0
treprostinil,0.0,0.0,0.0,34.0,12.0,0.0,200.0,28.0,6.0,10.0,0.0,0.0,0.0,0.0,88.0,16.0,8.0,10.0,12.0,4.0,12.0,18.0,24.0,8.0,0.0,0.0,8.0,8.0,74.0,8.0,0.0,4.0,6.0,4.0,4.0,0.0,10.0,2.0,10.0,24.0,8.0,14.0,0.0,8.0,1.0,40.0,66.0,14.0,44.0,6.0,4.0,10.0,12.0
trifluoperazine,4.0,4.5,3.5,0.0,0.0,5.0,3.5,0.0,0.0,3.5,165.0,4.0,5.0,5.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,4.5,0.0,0.0,4.5,35.0,0.0,4.0,0.0,40.0,210.0,0.0,0.0,415.0,4.0,200.0,2.5,0.0,0.0,0.0,0.0,0.0,40.0,3.5,5.0,0.0,0.0,20.0,0.0,0.0,0.0,3.0,3.0
trihexyphenidyl,248.0,392.0,0.0,0.0,0.0,96.0,0.0,0.0,0.0,4.0,192.0,0.0,0.0,456.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,168.0,16.0,0.0,32.0,16.0,88.0,280.0,0.0,0.0,0.0,184.0,184.0,5.6,0.0,4.0,0.0,4.8,0.0,4.0,24.0,0.0,0.0,0.0,0.0,0.0,4.8,0.0,0.0,0.0
tripelennamine,48.0,48.0,8.0,0.0,5.6,16.0,176.0,5.6,0.0,48.0,8.0,0.0,0.0,40.0,72.0,8.0,56.0,88.0,32.0,32.0,32.0,64.0,48.0,4.0,16.0,16.0,0.0,56.0,48.0,24.0,16.0,48.0,0.0,4.8,24.0,6.4,56.0,4.8,32.0,8.0,8.0,64.0,5.6,48.0,8.0,24.0,104.0,128.0,128.0,40.0,40.0,40.0,72.0
triprolidine,48.0,48.0,8.0,0.0,5.6,16.0,176.0,5.6,0.0,48.0,8.0,0.0,0.0,40.0,72.0,8.0,56.0,88.0,32.0,32.0,32.0,64.0,48.0,4.0,16.0,16.0,0.0,56.0,48.0,24.0,16.0,48.0,0.0,4.8,24.0,6.4,56.0,4.8,32.0,8.0,8.0,64.0,5.6,48.0,8.0,24.0,104.0,128.0,128.0,40.0,40.0,40.0,72.0
tropicamide,40.0,72.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,4.0,7.2,0.0,0.0,56.0,8.0,4.8,0.0,0.0,96.0,8.0,96.0,5.6,0.0,0.0,8.0,8.0,0.0,8.0,7.2,32.0,4.8,24.0,40.0,4.8,6.4,8.0,72.0,0.0,8.0,4.0,48.0,0.0,0.0,7.2,7.2,16.0,4.0,0.0,0.0,24.0,16.0,8.0,0.0
valsartan,0.0,0.0,0.0,0.0,324.0,0.0,63.0,63.0,0.0,369.0,0.0,0.0,0.0,0.0,90.0,54.0,54.0,72.0,99.0,18.0,90.0,117.0,342.0,18.0,0.0,5.3999999999999995,288.0,162.0,135.0,45.0,0.0,27.0,18.0,18.0,54.0,0.0,225.0,54.0,27.0,54.0,27.0,729.0,6.3,72.0,27.0,180.0,153.0,135.0,72.0,54.0,90.0,54.0,54.0
vapreotide,60.0,90.0,12.5,145.0,30.0,24.5,29.5,32.5,5.0,20.0,20.0,220.0,190.0,80.0,9.5,25.0,5.0,10.0,5.0,3.0,5.0,15.0,20.0,12.5,35.0,45.0,4.0,4.0,5.0,7.5,40.0,34.0,6.0,135.0,20.0,10.0,5.0,3.5,5.0,65.0,10.0,20.0,14.0,3.5,92.5,15.0,5.0,15.0,0.0,5.0,8.5,25.0,5.0
vasopressin,0.0,0.0,0.0,0.0,336.0,0.0,18.0,8.8,0.0,134.0,0.0,15.6,14.4,0.0,48.0,30.0,100.0,88.0,32.0,10.0,34.0,148.0,232.0,14.0,0.0,0.0,80.0,38.0,11.2,20.0,0.0,17.2,8.6,88.0,28.0,0.0,30.0,12.0,12.0,7.6,20.0,236.0,0.0,30.0,8.6,128.0,428.0,54.0,0.0,12.0,30.0,132.0,56.0
